"Country or Area","Year","Area","Duration of marriage","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Latvia","2012","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2013","66",""
"Latvia","2012","Total","1","Data tabulated by year of occurrence","Final figure, complete","2013","157",""
"Latvia","2012","Total","2","Data tabulated by year of occurrence","Final figure, complete","2013","268",""
"Latvia","2012","Total","3","Data tabulated by year of occurrence","Final figure, complete","2013","323",""
"Latvia","2012","Total","4","Data tabulated by year of occurrence","Final figure, complete","2013","462",""
"Latvia","2012","Total","5","Data tabulated by year of occurrence","Final figure, complete","2013","624",""
"Latvia","2012","Total","6","Data tabulated by year of occurrence","Final figure, complete","2013","489",""
"Latvia","2012","Total","7","Data tabulated by year of occurrence","Final figure, complete","2013","404",""
"Latvia","2012","Total","8","Data tabulated by year of occurrence","Final figure, complete","2013","310",""
"Latvia","2012","Total","9","Data tabulated by year of occurrence","Final figure, complete","2013","267",""
"Latvia","2012","Total","10","Data tabulated by year of occurrence","Final figure, complete","2013","231",""
"Latvia","2012","Total","11","Data tabulated by year of occurrence","Final figure, complete","2013","197",""
"Latvia","2012","Total","12","Data tabulated by year of occurrence","Final figure, complete","2013","192",""
"Latvia","2012","Total","13","Data tabulated by year of occurrence","Final figure, complete","2013","170",""
"Latvia","2012","Total","14","Data tabulated by year of occurrence","Final figure, complete","2013","141",""
"Latvia","2012","Total","15","Data tabulated by year of occurrence","Final figure, complete","2013","154",""
"Latvia","2012","Total","16","Data tabulated by year of occurrence","Final figure, complete","2013","150",""
"Latvia","2012","Total","17","Data tabulated by year of occurrence","Final figure, complete","2013","153",""
"Latvia","2012","Total","18","Data tabulated by year of occurrence","Final figure, complete","2013","176",""
"Latvia","2012","Total","19","Data tabulated by year of occurrence","Final figure, complete","2013","162",""
"Latvia","2012","Total","20","Data tabulated by year of occurrence","Final figure, complete","2013","185",""
"Latvia","2012","Total","21","Data tabulated by year of occurrence","Final figure, complete","2013","200",""
"Latvia","2012","Total","22","Data tabulated by year of occurrence","Final figure, complete","2013","230",""
"Latvia","2012","Total","23","Data tabulated by year of occurrence","Final figure, complete","2013","172",""
"Latvia","2012","Total","24","Data tabulated by year of occurrence","Final figure, complete","2013","170",""
"Latvia","2012","Total","25","Data tabulated by year of occurrence","Final figure, complete","2013","176",""
"Latvia","2012","Total","26","Data tabulated by year of occurrence","Final figure, complete","2013","146",""
"Latvia","2012","Total","27","Data tabulated by year of occurrence","Final figure, complete","2013","130",""
"Latvia","2012","Total","28","Data tabulated by year of occurrence","Final figure, complete","2013","124",""
"Latvia","2012","Total","29","Data tabulated by year of occurrence","Final figure, complete","2013","84",""
"Latvia","2012","Total","30","Data tabulated by year of occurrence","Final figure, complete","2013","89",""
"Latvia","2012","Total","31","Data tabulated by year of occurrence","Final figure, complete","2013","90",""
"Latvia","2012","Total","32","Data tabulated by year of occurrence","Final figure, complete","2013","68",""
"Latvia","2012","Total","33","Data tabulated by year of occurrence","Final figure, complete","2013","61",""
"Latvia","2012","Total","34","Data tabulated by year of occurrence","Final figure, complete","2013","46",""
"Latvia","2012","Total","35 +","Data tabulated by year of occurrence","Final figure, complete","2013","244",""
"Latvia","2011","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","8302",""
"Latvia","2011","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2012","26",""
"Latvia","2011","Total","1","Data tabulated by year of occurrence","Final figure, complete","2012","147",""
"Latvia","2011","Total","2","Data tabulated by year of occurrence","Final figure, complete","2012","344",""
"Latvia","2011","Total","3","Data tabulated by year of occurrence","Final figure, complete","2012","535",""
"Latvia","2011","Total","4","Data tabulated by year of occurrence","Final figure, complete","2012","712",""
"Latvia","2011","Total","5","Data tabulated by year of occurrence","Final figure, complete","2012","627",""
"Latvia","2011","Total","6","Data tabulated by year of occurrence","Final figure, complete","2012","519",""
"Latvia","2011","Total","7","Data tabulated by year of occurrence","Final figure, complete","2012","376",""
"Latvia","2011","Total","8","Data tabulated by year of occurrence","Final figure, complete","2012","352",""
"Latvia","2011","Total","9","Data tabulated by year of occurrence","Final figure, complete","2012","341",""
"Latvia","2011","Total","10","Data tabulated by year of occurrence","Final figure, complete","2012","258",""
"Latvia","2011","Total","11","Data tabulated by year of occurrence","Final figure, complete","2012","231",""
"Latvia","2011","Total","12","Data tabulated by year of occurrence","Final figure, complete","2012","221",""
"Latvia","2011","Total","13","Data tabulated by year of occurrence","Final figure, complete","2012","189",""
"Latvia","2011","Total","14","Data tabulated by year of occurrence","Final figure, complete","2012","167",""
"Latvia","2011","Total","15","Data tabulated by year of occurrence","Final figure, complete","2012","168",""
"Latvia","2011","Total","16","Data tabulated by year of occurrence","Final figure, complete","2012","190",""
"Latvia","2011","Total","17","Data tabulated by year of occurrence","Final figure, complete","2012","164",""
"Latvia","2011","Total","18","Data tabulated by year of occurrence","Final figure, complete","2012","180",""
"Latvia","2011","Total","19","Data tabulated by year of occurrence","Final figure, complete","2012","205",""
"Latvia","2011","Total","20","Data tabulated by year of occurrence","Final figure, complete","2012","247",""
"Latvia","2011","Total","21","Data tabulated by year of occurrence","Final figure, complete","2012","230",""
"Latvia","2011","Total","22","Data tabulated by year of occurrence","Final figure, complete","2012","214",""
"Latvia","2011","Total","23","Data tabulated by year of occurrence","Final figure, complete","2012","188",""
"Latvia","2011","Total","24","Data tabulated by year of occurrence","Final figure, complete","2012","169",""
"Latvia","2011","Total","25","Data tabulated by year of occurrence","Final figure, complete","2012","175",""
"Latvia","2011","Total","26","Data tabulated by year of occurrence","Final figure, complete","2012","156",""
"Latvia","2011","Total","27","Data tabulated by year of occurrence","Final figure, complete","2012","136",""
"Latvia","2011","Total","28","Data tabulated by year of occurrence","Final figure, complete","2012","116",""
"Latvia","2011","Total","29","Data tabulated by year of occurrence","Final figure, complete","2012","102",""
"Latvia","2011","Total","30","Data tabulated by year of occurrence","Final figure, complete","2012","90",""
"Latvia","2011","Total","31","Data tabulated by year of occurrence","Final figure, complete","2012","82",""
"Latvia","2011","Total","32","Data tabulated by year of occurrence","Final figure, complete","2012","85",""
"Latvia","2011","Total","33","Data tabulated by year of occurrence","Final figure, complete","2012","62",""
"Latvia","2011","Total","34","Data tabulated by year of occurrence","Final figure, complete","2012","46",""
"Latvia","2011","Total","35 +","Data tabulated by year of occurrence","Final figure, complete","2012","252",""
"Latvia","2010","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2010","4930",""
"Latvia","2010","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2010","3",""
"Latvia","2010","Total","1","Data tabulated by year of occurrence","Final figure, complete","2010","93",""
"Latvia","2010","Total","2","Data tabulated by year of occurrence","Final figure, complete","2010","271",""
"Latvia","2010","Total","3","Data tabulated by year of occurrence","Final figure, complete","2010","393",""
"Latvia","2010","Total","4","Data tabulated by year of occurrence","Final figure, complete","2010","410",""
"Latvia","2010","Total","5","Data tabulated by year of occurrence","Final figure, complete","2010","351",""
"Latvia","2010","Total","6","Data tabulated by year of occurrence","Final figure, complete","2010","289",""
"Latvia","2010","Total","7","Data tabulated by year of occurrence","Final figure, complete","2010","204",""
"Latvia","2010","Total","8","Data tabulated by year of occurrence","Final figure, complete","2010","183",""
"Latvia","2010","Total","9","Data tabulated by year of occurrence","Final figure, complete","2010","153",""
"Latvia","2010","Total","10","Data tabulated by year of occurrence","Final figure, complete","2010","160",""
"Latvia","2010","Total","11","Data tabulated by year of occurrence","Final figure, complete","2010","161",""
"Latvia","2010","Total","12","Data tabulated by year of occurrence","Final figure, complete","2010","115",""
"Latvia","2010","Total","13","Data tabulated by year of occurrence","Final figure, complete","2010","112",""
"Latvia","2010","Total","14","Data tabulated by year of occurrence","Final figure, complete","2010","107",""
"Latvia","2010","Total","15","Data tabulated by year of occurrence","Final figure, complete","2010","106",""
"Latvia","2010","Total","16","Data tabulated by year of occurrence","Final figure, complete","2010","100",""
"Latvia","2010","Total","17","Data tabulated by year of occurrence","Final figure, complete","2010","136",""
"Latvia","2010","Total","18","Data tabulated by year of occurrence","Final figure, complete","2010","145",""
"Latvia","2010","Total","19","Data tabulated by year of occurrence","Final figure, complete","2010","151",""
"Latvia","2010","Total","20","Data tabulated by year of occurrence","Final figure, complete","2010","144",""
"Latvia","2010","Total","21","Data tabulated by year of occurrence","Final figure, complete","2010","119",""
"Latvia","2010","Total","22","Data tabulated by year of occurrence","Final figure, complete","2010","139",""
"Latvia","2010","Total","23","Data tabulated by year of occurrence","Final figure, complete","2010","111",""
"Latvia","2010","Total","24","Data tabulated by year of occurrence","Final figure, complete","2010","104",""
"Latvia","2010","Total","25","Data tabulated by year of occurrence","Final figure, complete","2010","89",""
"Latvia","2010","Total","26","Data tabulated by year of occurrence","Final figure, complete","2010","101",""
"Latvia","2010","Total","27","Data tabulated by year of occurrence","Final figure, complete","2010","62",""
"Latvia","2010","Total","28","Data tabulated by year of occurrence","Final figure, complete","2010","61",""
"Latvia","2010","Total","29","Data tabulated by year of occurrence","Final figure, complete","2010","79",""
